legajo,nivel,titulo,colacion,promedio,promedio_lineal
55772,Grado,Ingeniero Industrial,55,8.8,8.85
56128,Grado,Lic.en Administración y Sistemas,55,7.41,7.38
53101,Grado,Bioingeniero,55,6.68,6.98
56686,Grado,Lic.en Administración y Sistemas,55,7.96,7.94
48087,Grado,Ingeniero Electrónico,55,6.03,6.51
53790,Grado,Ingeniero Electrónico,55,7.25,7.23
55138,Grado,Ingeniero Electrónico,55,8.68,8.71
53052,Grado,Ingeniero Electrónico,55,8.11,8.19
56144,Grado,Lic.en Administración y Sistemas,55,8.07,8.05
54439,Grado,Ingeniero en Petróleo,55,6.89,7.13
55023,Grado,Ingeniero en Petróleo,55,8.77,8.79
56691,Grado,Lic.en Administración y Sistemas,55,7.49,7.51
56700,Grado,Lic.en Administración y Sistemas,55,8.3,8.26
52112,Grado,Bioingeniero,55,7.04,7.22
55072,Grado,Ingeniero Industrial,55,8.06,8.14
55040,Grado,Ingeniero en Petróleo,55,7.44,7.4
54826,Grado,Ingeniero Industrial,55,6.01,6.43
54464,Grado,Ingeniero Industrial,55,6.73,7.1
53584,Grado,Ingeniero Industrial,55,6.04,6.95
53211,Grado,Ingeniero Industrial,55,6.24,6.73
53453,Grado,Lic.en Administración y Sistemas,55,5.67,5.99
48104,Grado,Ingeniero Industrial,55,5.21,6.01
44071,Grado,Ingeniero Industrial,55,5.75,6.19
44134,Grado,Ingeniero Industrial,55,6.13,6.5
44146,Grado,Ingeniero Industrial,55,6.05,6.38
51218,Grado,Ingeniero Mecánico,55,5.84,6.19
54099,Grado,Ingeniero Industrial,55,6.35,6.83
54114,Grado,Ingeniero Industrial,55,6.83,7.01
53335,Grado,Ingeniero en Petróleo,55,6.4,6.55
54246,Grado,Ingeniero Químico,55,7.22,7.5
54066,Grado,Ingeniero Industrial,55,5.96,6.37
52034,Grado,Ingeniero en Informática,55,7.34,7.52
51085,Grado,Ingeniero Industrial,55,5.74,6.34
52023,Grado,Ingeniero Mecánico,55,5.74,6.2
50173,Grado,Ingeniero Mecánico,55,5.22,6.07
49137,Grado,Ingeniero Industrial,55,7.75,8.01
53176,Grado,Ingeniero Industrial,55,6.07,6.67
54141,Grado,Ingeniero Industrial,55,6.03,6.4
48430,Grado,Ingeniero Industrial,55,5.35,6.22
53226,Grado,Ingeniero Químico,55,7.59,7.7
51186,Grado,Ingeniero en Petróleo,55,6.15,6.43
53169,Grado,Ingeniero Industrial,55,5.34,5.98
53580,Grado,Bioingeniero,55,6.6,6.86
54354,Grado,Lic.en Administración y Sistemas,54,5.9,6.44
54143,Grado,Ingeniero Industrial,54,7.91,7.95
55328,Grado,Lic.en Administración y Sistemas,55,6.81,6.64
50086,Grado,Ingeniero Naval,54,5.4,6.15
51314,Grado,Bioingeniero,54,6.27,6.91
54310,Grado,Bioingeniero,54,7.51,7.61
53078,Grado,Ingeniero Industrial,54,6.31,6.98
53906,Grado,Bioingeniero,54,6.67,7.35
50222,Grado,Ingeniero Mecánico,54,5.32,5.68
51073,Grado,Ingeniero Industrial,54,6.25,6.75
53112,Grado,Ingeniero en Petróleo,54,5.81,6.27
54154,Grado,Ingeniero Industrial,54,6.25,6.69
55295,Grado,Bioingeniero,54,8.73,8.74
54037,Grado,Ingeniero en Informática,54,6.4,6.73
54126,Grado,Ingeniero en Informática,54,7.85,7.93
55309,Grado,Ingeniero en Informática,54,8.88,8.98
54378,Grado,Ingeniero Electricista,54,6.5,6.78
54058,Grado,Ingeniero Mecánico,54,6.9,7.17
52189,Grado,Ingeniero Industrial,54,5.74,6.55
53137,Grado,Ingeniero Industrial,54,6.06,6.72
53331,Grado,Ingeniero Industrial,54,5.2,6.25
53440,Grado,Ingeniero Industrial,54,5.89,6.45
52086,Grado,Ingeniero Industrial,54,5.81,6.36
54334,Grado,Ingeniero Industrial,54,7.32,7.4
54368,Grado,Ingeniero Industrial,54,6.95,7.07
54426,Grado,Ingeniero Industrial,54,5.76,6.18
55094,Grado,Ingeniero Industrial,54,6.64,6.97
52111,Grado,Ingeniero Industrial,54,5.66,6.25
54449,Grado,Ingeniero en Informática,54,6.8,7
52108,Grado,Ingeniero en Informática,54,6.26,6.8
54417,Grado,Ingeniero en Petróleo,54,6.74,6.97
54120,Grado,Bioingeniero,54,8.69,8.72
40133,Grado,Ingeniero Industrial,54,5.99,6.72
55252,Grado,Ingeniero Industrial,54,6.7,7
54262,Grado,Ingeniero Industrial,54,6.31,6.7
54252,Grado,Ingeniero Industrial,54,6.79,7.02
54198,Grado,Ingeniero Industrial,54,7.41,7.82
54098,Grado,Ingeniero Industrial,54,6,6.47
55765,Grado,Lic.en Administración y Sistemas,54,7.39,7.46
55819,Grado,Lic.en Administración y Sistemas,54,7.61,7.48
54406,Grado,Ingeniero en Petróleo,54,6.57,6.97
55491,Grado,Lic.en Administración y Sistemas,54,6.63,6.76
53418,Grado,Lic.en Administración y Sistemas,54,5.61,5.9
54026,Grado,Ingeniero Industrial,54,6.09,6.42
54324,Grado,Ingeniero Industrial,54,5.77,6.13
54010,Grado,Ingeniero Industrial,54,6.08,6.82
54247,Grado,Ingeniero Industrial,54,6,6.55
54243,Grado,Ingeniero Industrial,54,6.46,6.75
55210,Grado,Ingeniero Industrial,54,7.05,7.25
54314,Grado,Ingeniero Químico,54,6.68,6.97
54201,Grado,Ingeniero Industrial,54,7.07,7.35
55815,Grado,Lic.en Administración y Sistemas,54,8.14,8.18
55781,Grado,Lic.en Administración y Sistemas,54,8.42,8.38
55779,Grado,Lic.en Administración y Sistemas,54,6.93,6.92
56300,Grado,Lic.en Administración y Sistemas,54,7.45,7.46
48256,Grado,Lic.en Administración y Sistemas,54,5.31,6.02
55775,Grado,Lic.en Administración y Sistemas,54,7.92,7.91
54117,Grado,Lic.en Administración y Sistemas,54,7.38,7.6
53246,Grado,Ingeniero Industrial,54,5.86,6.63
53147,Grado,Ingeniero Industrial,54,6.28,6.97
54185,Grado,Ingeniero Químico,54,6.71,6.94
53093,Grado,Ingeniero en Petróleo,54,6.2,6.66
55067,Grado,Ingeniero Industrial,54,7.83,7.93
55799,Grado,Lic.en Administración y Sistemas,54,7.65,7.69
56292,Grado,Lic.en Administración y Sistemas,54,7.86,7.88
56344,Grado,Lic.en Administración y Sistemas,54,8.57,8.47
54019,Grado,Ingeniero en Informática,54,7.76,7.9
54235,Grado,Ingeniero Industrial,54,6.29,6.55
54333,Grado,Ingeniero Industrial,54,7.94,8.02
52118,Grado,Ingeniero en Informática,54,6.46,6.64
52067,Grado,Ingeniero en Informática,54,6.25,6.59
54017,Grado,Ingeniero Químico,54,6.79,7.16
54602,Grado,Ingeniero Industrial,54,7.3,7.49
54825,Grado,Ingeniero Industrial,54,6.75,7.07
54180,Grado,Lic.en Administración y Sistemas,54,6.63,6.79
54093,Grado,Ingeniero Químico,54,7.22,7.54
55777,Grado,Lic.en Administración y Sistemas,54,6.51,6.54
55559,Grado,Lic.en Administración y Sistemas,54,6.61,6.7
54411,Grado,Ingeniero Químico,54,7.31,7.47
55083,Grado,Ingeniero Industrial,54,8.29,8.43
54631,Grado,Ingeniero Industrial,54,7.48,7.74
53141,Grado,Ingeniero Industrial,54,5.91,6.47
50270,Grado,Ingeniero Industrial,54,6.41,6.76
55768,Grado,Lic.en Administración y Sistemas,54,7.63,7.61
54142,Grado,Ingeniero Industrial,54,7.2,7.43
54265,Grado,Ingeniero en Informática,54,7.36,7.4
54847,Grado,Ingeniero Químico,54,6.8,7.29
54080,Grado,Ingeniero en Informática,54,7.29,7.4
50231,Grado,Ingeniero en Informática,54,5.46,6.04
52152,Grado,Ingeniero Mecánico,54,6.44,6.76
51229,Grado,Ingeniero Mecánico,54,5.97,6.13
53311,Grado,Ingeniero Mecánico,54,6.85,6.98
49269,Grado,Ingeniero en Petróleo,54,5.75,6.37
54320,Grado,Ingeniero en Petróleo,54,7.14,7.34
54408,Grado,Lic.en Administración y Sistemas,54,7.58,7.88
53008,Grado,Ingeniero en Informática,54,7.29,7.31
51297,Grado,Ingeniero en Informática,54,6.51,7.02
53040,Grado,Ingeniero Industrial,54,6.58,7.08
53125,Grado,Ingeniero Industrial,54,6.14,6.65
53902,Grado,Ingeniero Industrial,54,6.65,7.1
54025,Grado,Ingeniero Industrial,54,6.29,6.75
54105,Grado,Ingeniero Industrial,54,6.35,6.67
45264,Grado,Ingeniero Industrial,54,5.41,6.45
52222,Grado,Ingeniero Industrial,54,5.6,6.29
51408,Grado,Ingeniero en Informática,54,7.13,7.33
54827,Grado,Lic.en Administración y Sistemas,54,7.43,7.38
50153,Grado,Ingeniero Químico,54,5.32,6.35
53275,Grado,Ingeniero en Petróleo,54,6.43,6.77
48771,Grado,Lic.en Administración y Sistemas,54,6.8,6.88
49716,Grado,Ingeniero Industrial,54,5.1,6.18
54051,Grado,Ingeniero Industrial,54,6.68,6.91
54196,Grado,Ingeniero Industrial,54,6.6,6.95
54236,Grado,Ingeniero Industrial,54,6.32,6.75
54816,Grado,Ingeniero Industrial,54,7.08,7.36
51166,Grado,Ingeniero Industrial,54,5.11,6.07
52047,Grado,Ingeniero Industrial,54,5.89,6.59
52266,Grado,Ingeniero Industrial,54,5.23,6.05
42021,Grado,Ingeniero Industrial,54,6.31,6.52
33227,Grado,Ingeniero Industrial,54,5.06,5.52
54388,Grado,Ingeniero en Petróleo,54,8.3,8.27
52209,Grado,Ingeniero Industrial,54,5.39,6.37
53394,Grado,Ingeniero en Petróleo,54,7.39,7.48
53166,Grado,Ingeniero en Petróleo,54,5.97,6.38
47283,Grado,Ingeniero en Informática,54,5.97,6.72
55823,Grado,Lic.en Administración y Sistemas,54,7.02,7.04
48102,Grado,Ingeniero en Informática,54,5.8,6.8
54824,Grado,Ingeniero Industrial,54,7.5,7.69
54150,Grado,Ingeniero Químico,54,6.95,7.1
50582,Grado,Ingeniero Mecánico,54,5.73,6.55
54102,Grado,Ingeniero Industrial,54,6.81,7.18
54034,Grado,Ingeniero Industrial,54,6.09,6.55
53775,Grado,Ingeniero Industrial,54,6.15,6.69
53455,Grado,Ingeniero Industrial,54,6.48,6.86
51070,Grado,Ingeniero Industrial,54,5.87,6.6
53105,Grado,Ingeniero Industrial,54,6.3,6.78
53856,Grado,Lic.en Administración y Sistemas,54,5.74,6.11
53157,Grado,Ingeniero Mecánico,54,7.31,7.48
54399,Grado,Ingeniero en Petróleo,54,7.3,7.41
50240,Grado,Ingeniero Mecánico,54,5.93,6.53
52351,Grado,Ingeniero Mecánico,54,6.61,6.83
53080,Grado,Ingeniero en Informática,54,6.14,6.55
54390,Grado,Ingeniero en Petróleo,54,6.32,6.56
53076,Grado,Ingeniero Mecánico,54,8.01,8.01
53092,Grado,Ingeniero Mecánico,54,8.28,8.35
53191,Grado,Ingeniero en Informática,54,6.5,6.96
52575,Grado,Ingeniero Industrial,54,5.96,6.68
54604,Grado,Ingeniero Industrial,54,7.59,7.79
49064,Grado,Ingeniero Industrial,54,4.84,5.85
54108,Grado,Ingeniero Industrial,54,7.15,7.41
54035,Grado,Ingeniero Industrial,54,6.39,6.77
53081,Grado,Ingeniero Industrial,54,5.84,6.37
51296,Grado,Ingeniero en Informática,54,6.32,6.8
51063,Grado,Ingeniero en Informática,54,6.19,6.7
50009,Grado,Ingeniero en Informática,54,5.51,6.26
54259,Grado,Lic.en Administración y Sistemas,54,6.96,6.99
54850,Grado,Lic.en Administración y Sistemas,54,7.52,7.55
55766,Grado,Lic.en Administración y Sistemas,54,7.32,7.29
55767,Grado,Lic.en Administración y Sistemas,54,7.3,7.29
53886,Grado,Lic.en Administración y Sistemas,54,5.73,5.99
53120,Grado,Ingeniero Industrial,54,6.1,6.67
49338,Grado,Ingeniero en Petróleo,54,5.87,6.27
53839,Grado,Lic.en Administración y Sistemas,54,6.28,6.74
52586,Grado,Lic.en Administración y Sistemas,54,5.48,5.9
54614,Grado,Ingeniero Químico,54,5.77,6.26
53043,Grado,Ingeniero Industrial,54,6.25,6.79
54101,Grado,Ingeniero Industrial,54,6.81,7.04
51183,Grado,Ingeniero Mecánico,54,6.06,6.28
51053,Grado,Ingeniero Mecánico,54,5.61,6.27
53265,Grado,Ingeniero Industrial,54,6.34,6.91
53772,Grado,Lic.en Administración y Sistemas,54,5.93,6.31
54146,Grado,Ingeniero en Petróleo,54,7.24,7.22
54840,Grado,Lic.en Administración y Sistemas,54,6.7,6.85
54205,Grado,Lic.en Administración y Sistemas,54,6.76,6.91
54829,Grado,Ingeniero Industrial,54,6.89,7.13
52054,Grado,Ingeniero Industrial,54,5.94,6.65
54257,Grado,Ingeniero en Informática,54,8.34,8.42
54436,Grado,Ingeniero en Petróleo,54,8.62,8.65
49139,Grado,Ingeniero en Informática,54,6.12,6.7
53408,Grado,Ingeniero Químico,54,6.61,7.05
54232,Grado,Ingeniero Industrial,54,6.81,7.12
54186,Grado,Ingeniero Industrial,54,7.99,8.05
50278,Grado,Ingeniero en Informática,54,5.85,6.46
54598,Grado,Ingeniero Industrial,54,7.74,8.04
53172,Grado,Ingeniero Industrial,54,7.73,7.91
54043,Grado,Ingeniero Industrial,54,7.86,8.02
54046,Grado,Ingeniero Industrial,54,7.59,7.71
54130,Grado,Ingeniero Industrial,54,6.73,7
54202,Grado,Ingeniero Industrial,54,7.99,8.22
54595,Grado,Ingeniero Industrial,54,8.15,8.3
51420,Grado,Ingeniero Mecánico,54,6.81,6.97
52011,Grado,Ingeniero Mecánico,54,6.21,6.51
53425,Grado,Ingeniero Químico,54,6.7,6.78
54837,Grado,Lic.en Administración y Sistemas,54,7.75,7.68
54901,Grado,Bioingeniero,54,7.5,7.68
55058,Grado,Lic.en Administración y Sistemas,54,6.83,6.81
55365,Grado,Lic.en Administración y Sistemas,54,7.5,7.39
55793,Grado,Lic.en Administración y Sistemas,54,7.33,7.36
54352,Grado,Ingeniero Industrial,54,6.61,6.88
54328,Grado,Ingeniero Industrial,54,8.42,8.46
54382,Grado,Ingeniero en Petróleo,54,7.63,7.72
51107,Grado,Ingeniero Industrial,54,5.37,6.1
50068,Grado,Ingeniero Industrial,54,5.33,5.98
53094,Grado,Ingeniero Químico,54,6.37,6.95
55106,Grado,Lic.en Administración y Sistemas,54,7.92,7.87
54140,Grado,Ingeniero Químico,54,8.31,8.4
54078,Grado,Ingeniero Industrial,54,6.78,7.09
54366,Grado,Ingeniero Químico,54,7.09,7.27
54291,Grado,Ingeniero Industrial,54,7.84,8.03
54199,Grado,Ingeniero Químico,54,7.63,7.73
54823,Grado,Lic.en Administración y Sistemas,54,6.46,6.78
54111,Grado,Lic.en Administración y Sistemas,54,6.05,6.14
53829,Grado,Ingeniero Químico,54,7.91,7.98
54843,Grado,Lic.en Administración y Sistemas,54,6.17,6.39
54290,Grado,Ingeniero Químico,54,7.59,7.62
51440,Grado,Ingeniero Electrónico,54,5.8,6.14
51653,Grado,Ingeniero Electrónico,54,6.8,7.05
53399,Grado,Ingeniero Químico,54,6.36,6.82
53807,Grado,Lic.en Administración y Sistemas,54,5.76,6.17
52238,Grado,Ingeniero Electrónico,54,7.38,7.42
53006,Grado,Ingeniero Mecánico,54,6.78,7.01
50226,Grado,Ingeniero Electrónico,54,5.5,5.95
50812,Grado,Ingeniero Industrial,54,4.96,5.95
49163,Grado,Ingeniero Industrial,54,5.07,5.8
55800,Grado,Lic.en Administración y Sistemas,54,7.71,7.63
55803,Grado,Lic.en Administración y Sistemas,54,8.28,8.2
53026,Grado,Ingeniero Industrial,54,6.88,7.41
55548,Grado,Lic.en Administración y Sistemas,54,7.37,7.34
54072,Grado,Ingeniero Industrial,54,8.27,8.47
54611,Grado,Lic.en Administración y Sistemas,54,7,7.08
54022,Grado,Ingeniero en Informática,54,8.07,8.27
54860,Grado,Lic.en Administración y Sistemas,54,6.44,6.73
52133,Grado,Ingeniero Mecánico,54,6.44,6.69
53424,Grado,Ingeniero Mecánico,54,7.24,7.29
52265,Grado,Ingeniero Químico,54,5.82,6.24
50001,Grado,Ingeniero Naval,54,5.98,6.54
52043,Grado,Ingeniero en Informática,54,6.75,7.22
50107,Grado,Ingeniero Naval,54,5.94,6.28
52370,Grado,Ingeniero Químico,54,6.39,6.98
53218,Grado,Ingeniero Químico,54,6.06,6.52
46111,Grado,Ingeniero Mecánico,54,6.97,7.11
52029,Grado,Ingeniero Mecánico,54,5.83,6.42
51594,Grado,Ingeniero Industrial,54,5.38,5.86
53063,Grado,Ingeniero Industrial,53,7.47,7.72
53035,Grado,Ingeniero Industrial,54,7.58,7.67
53126,Grado,Ingeniero Industrial,54,6.85,7.15
48115,Grado,Ingeniero Industrial,54,4.69,5.67
43282,Grado,Ingeniero Industrial,54,5.42,5.77
50291,Grado,Ingeniero en Petróleo,54,5.55,6.34
52145,Grado,Ingeniero Industrial,54,5.62,6.31
51059,Grado,Ingeniero Industrial,54,5.79,6.36
52050,Grado,Ingeniero Industrial,54,6.03,6.45
53029,Grado,Ingeniero en Informática,54,6.37,6.38
52539,Grado,Ingeniero en Informática,54,6.78,7.2
51112,Grado,Ingeniero Mecánico,54,7.38,7.52
54081,Grado,Ingeniero Industrial,54,6.18,6.47
50589,Grado,Ingeniero en Informática,54,5.35,6.13
54613,Grado,Lic.en Administración y Sistemas,54,7.16,7.16
51540,Grado,Ingeniero Industrial,54,5.15,5.95
53573,Grado,Ingeniero Mecánico,54,7.11,7.27
53340,Grado,Ingeniero en Petróleo,53,6.52,6.61
53817,Grado,Lic.en Administración y Sistemas,53,7.48,7.51
51650,Grado,Ingeniero Químico,53,6.88,7.11
53548,Grado,Lic.en Administración y Sistemas,53,5.13,5.63
55831,Grado,Ingeniero Industrial,53,6.3,6.73
54023,Grado,Ingeniero Químico,53,8.16,8.19
51495,Grado,Lic.en Administración y Sistemas,53,7.3,7.63
53840,Grado,Lic.en Administración y Sistemas,53,6.9,6.89
52354,Grado,Ingeniero en Informática,53,6.74,6.94
53368,Grado,Ingeniero Químico,53,7.78,7.83
52110,Grado,Bioingeniero,53,7.33,7.46
53332,Grado,Bioingeniero,53,7.57,7.69
53324,Grado,Bioingeniero,53,6.75,7.12
50460,Grado,Ingeniero Mecánico,53,5.74,6.23
52077,Grado,Ingeniero Mecánico,53,8,8
53864,Grado,Lic.en Administración y Sistemas,53,6.06,6.29
53285,Grado,Ingeniero Electricista,53,7.61,7.69
52371,Grado,Ingeniero Electricista,53,6.08,6.52
52274,Grado,Ingeniero Industrial,53,6.22,6.49
53416,Grado,Ingeniero Químico,53,6.85,6.96
53848,Grado,Ingeniero Industrial,53,7.78,7.92
54204,Grado,Ingeniero Químico,53,8.25,8.29
52303,Grado,Ingeniero Industrial,53,6.24,6.59
51161,Grado,Ingeniero Químico,53,5.73,6.08
52025,Grado,Ingeniero Industrial,53,5.67,6.06
52259,Grado,Ingeniero en Petróleo,53,6.43,6.78
52633,Grado,Ingeniero Industrial,53,5.84,6.47
46495,Grado,Ingeniero Industrial,53,5.77,6.78
53039,Grado,Ingeniero Industrial,53,6.29,6.78
53046,Grado,Ingeniero Mecánico,53,7.33,7.48
53113,Grado,Ingeniero Industrial,53,5.73,6.32
53180,Grado,Ingeniero en Informática,53,6.89,7.21
51347,Grado,Ingeniero Naval,53,8.16,8.26
53446,Grado,Ingeniero Industrial,53,7.12,7.53
51101,Grado,Ingeniero Industrial,53,5.95,6.7
44186,Grado,Ingeniero Industrial,53,5.57,6.31
50265,Grado,Ingeniero en Informática,53,5.97,6.71
51102,Grado,Ingeniero en Informática,53,6.18,6.73
52079,Grado,Ingeniero Industrial,53,5.81,6.52
52380,Grado,Ingeniero Electricista,53,7.04,7.27
54233,Grado,Ingeniero Electricista,53,7.1,7.22
54400,Grado,Ingeniero Químico,53,8.19,8.29
50415,Grado,Ingeniero Químico,53,5.53,6.24
53417,Grado,Ingeniero Químico,53,6.58,6.8
53028,Grado,Ingeniero Químico,53,6.62,6.91
52304,Grado,Ingeniero Químico,53,5.7,6.33
53201,Grado,Ingeniero Electrónico,53,6.22,6.37
54075,Grado,Ingeniero Industrial,53,6.7,6.76
53171,Grado,Ingeniero Electrónico,53,6.48,6.59
48105,Grado,Ingeniero en Informática,53,6.04,6.91
49398,Grado,Ingeniero en Informática,53,5.99,6.56
54044,Grado,Ingeniero Industrial,53,6.99,7.13
43028,Grado,Ingeniero Industrial,53,4.94,5.91
46077,Grado,Ingeniero Industrial,53,5.58,5.94
52564,Grado,Ingeniero Industrial,53,6.27,6.72
52120,Grado,Ingeniero Industrial,53,6.72,7.02
52566,Grado,Ingeniero Industrial,53,5.87,6.58
52574,Grado,Ingeniero Industrial,53,7.27,7.33
53041,Grado,Ingeniero Industrial,53,6.48,6.82
53828,Grado,Ingeniero Industrial,53,7.13,7.34
53132,Grado,Ingeniero Industrial,53,6.83,7.06
53055,Grado,Ingeniero Industrial,53,6.23,6.58
54129,Grado,Ingeniero Industrial,53,6.69,6.91
53881,Grado,Lic.en Administración y Sistemas,53,6.51,6.63
53054,Grado,Ingeniero Industrial,53,6.67,6.94
52387,Grado,Ingeniero Industrial,53,7.46,7.61
52285,Grado,Ingeniero Industrial,53,7.02,7.1
52052,Grado,Ingeniero Industrial,53,7.57,7.61
54091,Grado,Ingeniero en Informática,53,8.19,8.11
54325,Grado,Ingeniero en Informática,53,7.03,7.04
55830,Grado,Ingeniero Industrial,53,7.07,7.57
53866,Grado,Lic.en Administración y Sistemas,53,6.19,6.29
47003,Grado,Ingeniero Industrial,53,6.16,6.38
53854,Grado,Ingeniero Químico,53,6.91,7.27
53835,Grado,Ingeniero Químico,53,7.79,7.88
53089,Grado,Ingeniero Químico,53,6.97,7.24
53847,Grado,Ingeniero Químico,53,6.74,7
54231,Grado,Lic.en Administración y Sistemas,53,6.05,6.51
54815,Grado,Lic.en Administración y Sistemas,53,8.08,8.13
54830,Grado,Lic.en Administración y Sistemas,53,6.82,6.85
54867,Grado,Lic.en Administración y Sistemas,53,8.5,8.43
54618,Grado,Ingeniero Electricista,53,7.68,7.72
54248,Grado,Ingeniero Industrial,53,7.69,7.88
54332,Grado,Lic.en Administración y Sistemas,53,6.29,6.61
48035,Grado,Lic.en Administración y Sistemas,53,5.91,6.71
52027,Grado,Ingeniero Industrial,53,6.08,6.83
53314,Grado,Ingeniero Industrial,53,7.27,7.55
53067,Grado,Ingeniero Industrial,53,6.65,7.26
53204,Grado,Ingeniero Industrial,53,6.25,6.78
53021,Grado,Ingeniero Químico,53,6.83,6.85
54157,Grado,Ingeniero Químico,53,8.7,8.78
54295,Grado,Lic.en Administración y Sistemas,53,6.87,6.89
54900,Grado,Ingeniero en Petróleo,53,7.04,7.1
53355,Grado,Ingeniero en Informática,53,7.3,7.59
53186,Grado,Ingeniero Industrial,53,6.86,7.1
53193,Grado,Ingeniero Industrial,53,7.22,7.69
53441,Grado,Ingeniero Industrial,53,7.48,7.68
53499,Grado,Ingeniero Industrial,53,7.16,7.56
51067,Grado,Ingeniero Industrial,53,5.49,6.23
55168,Grado,Lic.en Administración y Sistemas,53,7.17,7.14
53779,Grado,Ingeniero Químico,53,7.65,7.5
52102,Grado,Ingeniero Industrial,53,6.39,6.71
52257,Grado,Ingeniero Industrial,53,5.97,6.54
52318,Grado,Ingeniero Industrial,53,6.4,6.81
55744,Grado,Ingeniero Industrial,53,6.64,7.14
54864,Grado,Lic.en Administración y Sistemas,53,6.87,6.93
55567,Grado,Lic.en Administración y Sistemas,53,8.9,8.82
54819,Grado,Lic.en Administración y Sistemas,53,7.61,7.63
54839,Grado,Lic.en Administración y Sistemas,53,9,8.99
55223,Grado,Lic.en Administración y Sistemas,53,7.82,7.76
51333,Grado,Ingeniero Mecánico,53,6.93,6.95
48181,Grado,Ingeniero Industrial,53,6.1,6.42
49787,Grado,Ingeniero Electricista,53,6.98,7.12
54857,Grado,Lic.en Administración y Sistemas,53,6.94,6.92
52312,Grado,Ingeniero en Petróleo,53,6.35,6.74
53036,Grado,Ingeniero Químico,53,6.71,6.86
53896,Grado,Ingeniero Químico,53,6.16,6.8
51094,Grado,Ingeniero Mecánico,53,6.09,6.25
53011,Grado,Ingeniero Industrial,53,6.96,7.16
50718,Grado,Ingeniero Industrial,53,6.08,6.56
47300,Grado,Ingeniero Industrial,53,5.21,6.48
52197,Grado,Ingeniero Industrial,53,5.91,6.51
50015,Grado,Ingeniero Industrial,53,5.27,6.13
53117,Grado,Ingeniero Industrial,53,7.66,7.85
53056,Grado,Ingeniero Industrial,53,6.66,6.95
50726,Grado,Ingeniero Industrial,53,5.61,6.16
44109,Grado,Ingeniero Industrial,53,5.3,6.04
50369,Grado,Ingeniero Industrial,53,5.8,6.53
52084,Grado,Ingeniero en Petróleo,53,6.3,6.61
53228,Grado,Ingeniero en Petróleo,53,6.87,6.96
52488,Grado,Ingeniero Químico,53,7.25,7.52
50408,Grado,Ingeniero en Petróleo,53,5.81,6.23
53397,Grado,Ingeniero Químico,53,6.28,6.38
51147,Grado,Ingeniero Mecánico,53,7.33,7.5
52140,Grado,Ingeniero Industrial,53,5.82,6.38
53833,Grado,Ingeniero Industrial,53,8.16,8.33
53545,Grado,Ingeniero Industrial,53,7.14,7.41
54617,Grado,Ingeniero Industrial,53,6.3,6.63
43166,Grado,Ingeniero Industrial,53,6.14,6.49
53770,Grado,Ingeniero Mecánico,53,6.06,6.54
52235,Grado,Ingeniero Industrial,53,6.58,7
53170,Grado,Ingeniero Industrial,53,6.08,6.69
51021,Grado,Ingeniero en Informática,53,6.83,7.3
53057,Grado,Ingeniero Industrial,53,6.76,6.97
52103,Grado,Ingeniero Industrial,53,6.2,6.58
53002,Grado,Ingeniero Industrial,53,5.98,6.24
53173,Grado,Ingeniero Industrial,53,7.12,7.23
50390,Grado,Ingeniero en Petróleo,53,5.57,6.31
52143,Grado,Ingeniero Químico,53,7.2,7.41
53121,Grado,Ingeniero Químico,53,6.94,7.08
53312,Grado,Ingeniero Químico,53,7.29,7.34
53891,Grado,Ingeniero en Informática,53,8.58,8.64
52057,Grado,Ingeniero en Petróleo,53,7.62,7.65
53837,Grado,Ingeniero en Petróleo,53,7.32,7.4
50290,Grado,Ingeniero en Petróleo,53,5.09,5.85
51123,Grado,Ingeniero Industrial,53,6.67,6.9
50178,Grado,Ingeniero en Petróleo,53,5.53,6.04
52190,Grado,Ingeniero Industrial,53,6.33,6.85
53258,Grado,Ingeniero Mecánico,53,6.95,7.06
48702,Grado,Ingeniero Mecánico,53,5.73,6.22
49351,Grado,Ingeniero Mecánico,53,6.78,7.05
51188,Grado,Ingeniero Industrial,53,5.54,6.42
50212,Grado,Ingeniero Mecánico,53,5.9,6.2
